Skill,Honeywell,CVS,HomeDepot,Intel,Gap,Rite Aid,Facebook,AAP,Best Buy,AmeriSource Bergen,Murphy USA,Jabil,General Motors,Marriott International,General Electronics,AT&T,Verizon,Darden Restaurants,Cintas,Lockheed Martin,Quest Diagnostics,PayPal,Goodyear Tire & Rubber,McKesson,ExxonMobil,Albertsons,ADP,DaVita,Well Forgo,Danaher,Berkshire_Hathaway,XPO_Logistics,UPS,Amazon,Anthem,Apple,Bank of America,BNY Mellon,CBRE,Cisco,L3 Harris,HCA HealthCare,Kroger,Microsoft,Raytheon Technologies,MC Donalds,UHG,Walgreens,Truist,Walmart,Walt Disney,Cognizant,Target,Tenet Healthcare,Dell,Total
tracking,86,1,20,20,29,3,114,28,24,31,1,65,7,60,44,39,39,0,26,108,159,55,22,21,4,41,33,12,144,65,1,87,16,316,141,131,37,103,253,102,114,27,24,111,224,3,74,60,13,330,116,195,25,34,108,3946
reliability,99,0,6,50,14,2,91,2,3,5,0,69,17,3,85,30,16,0,15,81,39,145,10,8,48,10,11,0,25,52,0,2,9,1200,59,199,4,18,17,109,111,3,23,539,141,14,106,2,1,30,31,12,21,4,332,3923
registration,5,500,0,1,0,2,1,99,0,3,0,0,0,31,12,0,3,0,0,0,6,0,9,3,0,1,2,3,513,15,0,2,2,14,52,6,88,6,50,4,0,84,21,3,3,1,111,1481,128,21,10,36,0,542,3,3877
business administration,46,0,8,27,4,3,7,16,0,217,18,32,6,479,55,56,15,0,0,10,3,20,21,22,24,25,45,10,42,37,3,21,16,203,103,17,838,5,62,25,33,19,4,0,145,0,52,4,21,86,50,711,0,90,61,3817
healthcare services,0,2,0,0,0,220,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,1,8,0,3,0,0,0,0,911,0,9,0,0,33,1638,2,0,0,0,0,963,1,3817
collections,28,2,9,0,10,0,15,99,2,28,0,2,3,50,10,13,23,0,2,50,176,15,5,12,3,3,7,10,64,18,1,17,3,108,55,27,26,15,66,14,35,247,39,30,69,2,138,1419,22,5,42,12,3,674,55,3783
investigation,66,1,100,28,151,36,67,42,3,6,1,33,22,170,61,21,41,0,0,241,13,61,12,13,18,12,11,4,644,144,9,23,22,285,63,75,20,43,67,25,93,14,14,125,314,3,29,9,18,177,24,40,148,19,89,3770
paperworks,23,0,78,0,70,171,0,3,187,19,373,37,0,77,12,0,0,0,1,12,24,0,9,5,1,176,1,0,51,30,0,30,265,5,31,2,2,11,38,0,14,9,329,0,31,0,84,0,7,1471,12,23,22,14,2,3762
functional testing,12,0,0,2,0,0,1,0,1,0,0,2,3,0,1,0,4,0,0,2,0,39,0,1,3,5,8,0,8,4,0,1,0,5,0,8,4,1,1,10,4,1,0,2,5,0,2,1,48,2,1,3521,11,0,34,3758
federal laws,1,0,23,0,0,162,0,16,0,0,0,3,0,36,0,0,0,0,0,1,0,0,0,0,0,8,3,0,290,0,0,14,6,6,56,0,0,0,0,2,0,9,1946,0,0,0,10,880,55,158,2,0,3,62,0,3752
electrical engineering,215,0,5,299,0,0,211,0,2,5,0,89,115,0,139,60,100,0,0,321,0,2,12,0,6,0,2,0,4,67,0,8,2,283,0,590,0,1,43,143,219,0,3,8,576,0,0,0,1,3,5,7,0,0,186,3732
mentorship,19,2,14,3,2,0,88,12,2,7,0,3,16,1,12,5,10,0,584,637,0,24,0,0,18,6,235,14,12,32,9,27,1,647,1,77,9,10,12,139,6,5,1,371,87,1,16,89,2,13,19,296,4,8,83,3691
article,4,0,5,2,0,0,2,0,0,0,0,67,0,0,3,0,0,0,0,11,0,0,0,0,0,13,0,0,0,6,0,1,0,2,1,3,0,0,3,0,18,0,30,9,12,0,0,1,0,0,1,3473,0,0,0,3667
forecasting,162,0,30,59,121,5,54,19,9,11,0,26,3,52,48,83,59,0,0,24,10,46,13,17,3,38,32,8,61,67,0,47,6,367,105,71,29,28,130,209,58,7,5,175,165,0,102,7,13,566,82,167,28,12,224,3663
staging,3,0,154,1,0,3,0,3,1,35,0,0,9,0,6,0,7,0,13,4,11,2,0,2,2,7,0,0,7,6,0,0,0,7,0,6,2,5,0,11,0,11,843,9,14,0,14,1,0,580,8,0,1853,0,11,3651
validations,141,2,6,213,2,1,70,15,3,4,0,44,101,0,80,11,37,0,0,54,19,11,10,7,7,4,22,5,98,110,3,5,2,134,19,358,28,166,33,42,81,16,0,140,180,1,38,0,20,21,15,989,3,43,178,3592
change management,209,0,48,11,44,0,109,37,5,27,0,41,11,7,26,9,28,0,0,28,20,43,13,26,18,23,52,22,124,38,0,26,1,188,85,67,28,65,187,118,52,4,4,196,138,2,52,1,21,26,42,954,5,13,186,3480
information technology,91,0,8,11,4,6,10,31,3,14,0,30,49,7,41,47,78,0,6,88,53,16,19,14,52,23,79,8,170,36,10,5,10,155,28,45,30,389,43,69,41,15,6,25,194,1,64,733,18,147,25,97,5,9,318,3476
regulatory compliance,19,18,17,1,2,4,16,3,0,11,0,8,3,26,23,7,4,0,1,6,9,59,1,9,0,17,4,1,334,18,0,0,42,55,32,10,3,103,49,8,4,14,109,13,16,0,32,2207,11,5,9,5,7,46,11,3412
revaluation,57,3,76,14,8,2,49,29,1,13,0,46,20,2,40,39,25,0,0,99,32,26,12,17,25,16,12,61,67,56,0,10,3,101,166,136,37,30,99,41,80,309,0,67,129,5,109,109,12,109,30,163,12,660,113,3377
devaluation,57,3,76,14,8,2,49,29,1,13,0,46,20,2,40,39,25,0,0,99,32,26,12,17,25,16,11,61,67,56,0,10,3,101,166,136,37,30,99,41,80,309,0,67,129,5,109,109,12,109,29,163,12,660,113,3375
smoke testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,1,0,0,0,0,0,0,0,1,0,0,3351,0,0,1,3367
governance,60,0,18,4,30,3,38,2,1,11,1,6,4,2,29,10,89,0,2,11,13,125,4,22,8,14,33,2,476,20,5,4,5,106,51,37,68,199,276,109,10,19,3,218,48,3,42,1,20,42,32,844,6,7,158,3351
devops,65,0,14,30,59,1,6,41,9,1,0,3,21,1,27,89,78,0,0,101,7,53,13,7,13,25,28,2,112,20,4,6,2,217,26,58,20,49,13,369,54,0,1,221,144,0,135,0,12,21,24,634,17,0,474,3327
debugging,55,0,69,134,3,0,111,11,8,1,0,85,47,0,29,19,35,0,0,79,3,66,3,1,19,9,17,0,116,12,0,2,1,147,1,620,39,13,7,329,58,0,2,214,126,0,75,0,65,16,20,38,76,0,542,3323
user experience,49,0,47,21,18,0,150,2,10,4,0,0,16,2,19,45,64,0,0,15,3,175,3,11,7,19,36,2,16,18,3,19,1,318,54,354,12,29,14,260,8,0,7,554,24,4,28,7,29,145,83,339,7,3,263,3317
dialysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,5,0,3288
big data,65,0,4,66,3,0,12,1,0,2,0,5,26,0,13,51,69,0,0,12,3,160,2,0,7,24,14,1,49,10,0,4,0,554,17,121,36,21,0,168,10,0,6,547,17,2,96,1,4,74,27,758,9,1,197,3269
professionalism,15,0,19,4,4,9,19,1,3,3,0,30,1,62,5,29,3,142,1,11,388,16,0,4,0,196,12,8,1584,28,0,27,2,68,24,17,5,3,28,13,15,22,12,51,18,3,42,0,27,2,42,5,17,186,22,3248
empathy,16,11,5,0,1,0,54,0,2158,0,0,1,4,1,3,21,17,0,0,2,1,61,0,4,0,2,14,16,4,11,2,5,0,26,29,30,55,6,2,63,0,98,4,233,5,1,32,1,3,21,16,8,8,33,125,3213
onboarding,33,8,26,1,7,12,42,8,19,7,0,2,1,4,6,50,47,0,0,7,85,79,30,18,0,9,47,11,36,31,0,66,5,159,64,29,96,118,37,118,5,22,86,239,13,3,58,2,30,15,20,299,976,7,119,3212
data entry,11,3,18,1,12,0,1,8,1,23,1,14,0,3,10,4,0,0,97,10,1143,0,1,7,1,10,34,18,13,45,9,115,169,28,43,0,11,17,47,0,12,24,60,7,24,1,216,778,6,7,14,24,10,78,6,3195
web services,3,0,10,0,0,0,4,9,1,0,0,0,0,0,1,21,0,0,0,67,3,166,1,4,9,8,35,1,132,10,0,4,4,1753,16,126,30,27,8,124,10,1,0,47,72,1,65,0,17,16,18,144,6,1,218,3193
mobility,22,0,11,0,0,0,1,0,0,1,0,4,107,0,3,362,42,0,0,5,0,1,9,1,2,0,3,0,1,4,0,0,3,26,0,14,5,11,2,85,2,76,3,29,7,0,3,0,0,1,8,6,0,42,2227,3129
logging,20,1,53,0,7,0,13,9,1,2,0,1,4,0,6,9,27,0,4,6,1,7,3,4,0,3,2,3,32,1,0,0,0,18,13,54,10,4,16,30,13,1,159,12,10,1,7,0,3,15,14,2415,1,4,106,3125
relationship management,39,0,9,2,2,2,33,1,150,8,0,5,10,5,12,1,6,1,2,6,14,90,8,15,4,3,37,7,143,13,3,14,2,173,39,42,111,157,48,53,19,1,3,22,32,1,51,0,125,10,20,1531,1,6,25,3117
compliance training,3,0,0,0,0,1,2,0,0,1,0,2,0,1,53,0,1,0,2945,3,6,1,0,1,0,1,3,0,3,33,2,3,3,1,4,3,1,3,9,1,3,0,0,2,1,0,0,0,0,2,4,0,1,3,6,3112
business requirements,82,0,32,20,12,0,31,17,2,25,0,58,26,0,27,39,64,0,1,2,15,146,11,20,9,26,40,6,220,29,4,19,12,327,204,89,61,93,28,169,17,1,3,144,38,9,124,3,25,24,39,338,8,3,362,3104
scripting,45,0,18,86,2,0,117,1,3,1,1,3,19,0,28,10,71,0,0,134,6,79,4,10,14,3,33,3,110,26,0,5,0,398,6,450,27,22,8,241,55,1,4,43,213,2,59,0,10,22,56,364,4,14,259,3090
business acumen,125,2,31,19,118,0,32,159,1,7,0,12,17,6,96,26,61,0,0,90,31,180,16,24,1,4,123,14,277,60,0,18,7,286,26,21,18,17,31,104,38,1,4,77,103,4,44,107,7,6,43,14,365,18,181,3072
operating systems,57,0,15,89,2,5,46,2,2,11,2,472,15,4,30,51,38,0,3,142,4,41,4,3,4,10,185,3,83,133,1,1,6,166,44,123,17,17,8,131,78,1,0,184,326,1,20,5,14,4,24,9,6,6,411,3059
jdeveloper,45,0,26,16,1,0,50,28,4,0,0,2,27,1,15,66,29,0,1,109,0,119,0,1,8,6,27,3,129,10,0,5,2,272,21,90,32,39,38,81,28,0,0,468,88,2,40,6,45,4,30,825,3,0,203,3045
informatica,20,0,0,0,0,0,1,0,1,2,0,0,1,0,1,3,2,0,0,0,0,12,0,0,0,0,4,1,16,2,0,3,0,14,16,1,9,6,1,5,0,0,2,3,0,0,10,0,0,1,0,2881,0,0,22,3040
regulatory requirements,62,4,5,1,1,1,20,2,1,10,0,54,2,32,39,1,17,0,0,8,66,56,2,8,1,20,1,7,687,105,2,0,20,62,136,20,90,210,57,8,32,45,214,26,60,0,59,0,556,4,7,3,0,186,21,3031
continuous integration,51,0,2,30,29,0,12,11,10,2,0,1,31,0,59,11,32,0,0,148,3,163,3,7,5,14,38,0,72,15,9,5,0,99,11,104,51,56,3,192,53,0,6,52,159,1,51,0,9,33,23,1066,15,0,270,3017
mobile app,4,0,1,1,1,0,10,0,0,1,0,0,3,3,0,0,4,0,0,0,0,7,0,2,0,4,1,0,5,2,0,0,0,63,0,5,1,0,1,9,1,0,0,8,0,15,2830,0,0,2,10,3,0,0,6,3003
sourcing,161,0,22,15,102,1,105,132,3,10,0,83,31,9,98,14,21,0,1,16,2,24,6,24,2,52,15,19,584,43,5,7,5,236,28,45,10,23,75,41,23,0,12,78,48,1,22,11,442,91,71,16,14,13,86,2998
family resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2978
personal protective equipment,28,0,0,2,0,0,1,2,0,0,0,2,0,3,6,734,0,0,0,36,6,0,22,0,0,9,0,0,0,54,0,0,14,14,0,0,0,0,209,0,20,169,80,0,76,19,1340,0,0,2,10,0,70,30,0,2958
version control,12,0,7,5,0,0,5,0,0,0,0,1,4,0,4,0,3,0,0,13,0,17,0,0,4,1,10,0,21,3,0,2,0,14,0,27,2,14,3,10,21,0,2,0,21,0,5,0,1,13,9,2624,7,0,18,2903
willingness to learn,16,0,1,5,7,0,7,6,0,0,0,3,0,1,14,20,16,0,0,31,0,42,14,2,6,3,4,4,9,25,0,0,0,31,0,16,14,9,12,35,32,2,0,36,6,2382,7,0,3,2,23,3,3,11,26,2889
source,82,0,14,76,6,1,83,503,5,18,0,27,22,3,33,15,96,1,0,41,9,97,1,5,10,10,24,4,52,16,0,46,3,247,39,91,16,43,83,83,48,15,3,214,65,1,68,3,25,48,52,151,53,30,203,2884
phlebotomy,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,1334,0,0,0,0,0,0,1,0,0,0,0,0,0,152,0,0,0,0,201,0,0,5,0,0,0,284,0,2871
client services,2,30,1,1,1,1,22,0,11,4,0,0,0,1,1,6,10,0,0,0,39,13,0,3,0,1,263,0,67,7,7,0,0,16,18,4,439,375,48,7,0,0,0,2,2,0,27,0,1358,2,18,21,24,1,2,2855
data mapping,7,0,0,2,1,0,1,0,0,1,0,1,0,0,1,16,0,0,0,1,1,4,0,1,0,0,7,0,13,0,0,0,0,3,3,1,3,1,1,0,0,0,0,0,6,0,15,0,4,2,1,2754,0,0,0,2851
system integration testing,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2783,0,0,0,2810
algorithms,32,1,24,43,1,0,118,2,3,1,1,1,18,0,107,22,30,0,0,141,0,160,5,2,1,0,14,0,18,7,0,1,4,575,23,363,14,11,8,138,66,1,1,205,127,1,47,0,49,54,43,9,27,0,287,2806
acting,56,0,5,1,5,0,25,1,180,14,0,10,3,34,23,13,6,0,17,20,14,27,16,3,2,21,31,15,25,11,0,6,7,103,24,19,1045,23,64,37,26,11,3,75,25,1,38,3,489,69,26,2,24,34,46,2778
statistica,71,3,128,40,12,0,146,0,2,14,0,128,33,131,33,17,92,0,2,46,43,44,10,10,3,35,12,4,49,73,8,33,4,308,148,217,21,69,109,22,60,14,9,41,111,1,79,3,10,41,50,40,17,65,106,2767
interactive voice response,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,2762
balancing,268,10,37,5,3,0,54,1,1,2,0,7,22,15,22,6,14,0,12,15,27,55,121,13,1,24,9,1,1280,9,0,3,0,94,15,42,30,17,19,55,11,74,2,51,53,0,22,2,28,58,32,4,32,5,66,2749
root cause analysis,68,1,16,5,8,3,37,2,0,9,0,52,28,0,42,9,21,0,0,74,17,13,9,8,7,4,11,13,82,82,3,11,2,185,77,103,23,48,9,32,75,3,11,76,126,0,51,2,11,150,12,942,30,7,106,2716
javascript,72,0,32,13,7,0,43,15,4,7,0,1,24,1,47,36,57,0,0,59,0,120,9,5,16,19,85,4,115,16,4,4,2,349,29,138,48,154,14,194,21,2,0,44,83,0,62,1,25,48,49,264,21,0,310,2673
mediation,2,25,0,0,0,5,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,48,0,125,0,22,0,0,0,3,114,0,0,0,0,0,0,193,256,2,0,0,459,711,0,462,0,0,0,163,0,2654
computer engineering,66,0,1,320,1,0,97,0,2,4,1,0,67,35,26,71,50,0,0,196,0,86,7,4,11,3,25,0,2,20,1,0,0,337,2,353,5,14,3,117,135,0,3,3,314,1,10,0,12,2,11,7,8,2,198,2633
statistics,0,0,0,0,0,0,240,2,5,13,0,36,0,13,0,29,0,0,1,46,549,71,3,2,7,14,14,16,100,25,6,21,8,442,77,186,38,58,26,28,18,22,1,60,49,0,67,9,17,86,48,84,18,27,50,2632
sampling,7,22,0,3,3,0,34,0,0,0,0,51,0,0,3,13,1,0,0,8,0,1,0,1,2,7,0,0,12,38,2,0,0,10,0,11,1,1,1,0,10,3,18,1,12,1,2,212,0,3,3,1677,433,1,1,2609
first aid,1,0,0,0,0,7,0,0,0,0,0,0,0,40,0,0,0,0,2435,0,0,0,0,0,1,0,0,0,0,1,0,0,1,77,0,0,0,0,9,0,0,2,17,0,2,0,0,0,0,1,5,0,5,5,0,2609
regression testing,4,0,0,2,0,0,2,1,0,0,0,0,0,0,4,1,0,0,0,22,0,1,1,2,2,0,1,0,15,0,0,1,1,2,0,15,13,6,0,2,2,0,0,1,32,0,4,1,4,3,0,2443,10,0,7,2605
interpersonal communications,24,0,5,5,3,208,12,16,1,1,0,0,1,0,13,7,9,0,0,14,19,30,2,7,1,2,5,22,1074,18,0,7,6,57,484,43,19,10,4,24,16,102,141,1,45,0,37,1,9,1,21,4,0,17,30,2578
seafood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,0,12,3,0,0,0,0,2564
kubernetes,58,0,9,28,7,1,2,1,4,1,0,6,39,0,59,40,143,0,0,85,2,41,3,8,12,19,25,0,69,6,4,4,0,27,12,177,12,14,6,354,45,0,3,66,71,0,80,0,0,56,33,51,32,0,823,2538
breads,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,0,0,0,0,0,0,0,2,0,0,0,0,2532
systems engineering,78,0,78,16,2,0,76,28,0,1,0,1,35,0,25,16,6,0,0,483,0,12,3,0,2,0,0,0,9,18,0,0,46,95,0,89,16,4,0,64,310,0,0,111,737,0,5,0,10,11,8,2,0,0,132,2529
unpacking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,105,14,0,0,0,0,2,0,3,2,0,8,2,0,0,2377,0,0,0,0,0,0,0,2522
auditing,19,0,277,2,3,46,11,6,1,5,1,8,0,133,11,11,15,0,7,20,2,8,7,11,0,10,14,4,13,21,1,11,110,175,129,27,6,25,953,19,18,8,14,18,50,0,60,11,15,107,11,1,0,38,35,2508
billing,22,1,21,3,0,2,10,50,2,30,0,3,3,113,20,85,33,0,5,5,241,7,32,11,10,67,30,19,3,19,1,112,18,44,99,12,11,13,198,14,5,69,23,128,21,0,297,4,24,9,34,227,1,252,43,2506
dot,18,0,14,0,0,0,0,12,2,6,0,0,0,0,4,1,0,0,992,1,60,0,15,14,1,5,0,0,0,17,0,228,903,53,1,0,0,0,1,0,1,1,7,2,7,0,124,0,0,2,0,0,1,2,2,2497
test management,3,0,1,0,0,0,1,0,1,0,0,2,4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,5,15,1,1,4,6,0,0,1,1,0,3,0,1,0,0,2418,0,0,10,2494
goal setting,1,0,6,0,2,0,16,1,2,4,0,4,2,4,1,0,0,0,0,0,1,1,0,3,0,3,5,1082,1,1,0,0,0,15,0,8,0,1,2,4,2,1,0,0,8,0,24,0,2,0,4,1262,0,10,6,2489
technology solutions,26,0,37,62,14,1,32,21,182,5,0,2,11,1,9,135,21,0,1,9,0,110,1,12,3,32,5,1,153,7,3,0,15,72,21,41,45,91,21,147,4,0,2,66,35,7,20,1,1,6,27,680,2,2,264,2466
test management tools,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2447,0,0,3,2460
loyalty programs,0,399,0,1,2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456
triage,1,0,1,12,1,0,20,0,70,1,0,1,6,0,5,2,10,0,0,3,6,72,0,4,0,8,4,1,12,6,0,1,0,76,94,81,43,24,1,13,4,85,18,171,9,0,114,0,10,2,15,1348,0,11,62,2428
eye contact,0,521,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1849,0,0,0,0,0,0,0,2416
digital transformation,40,0,0,5,16,0,1,1,0,0,0,0,0,0,7,172,33,0,0,65,2,0,0,0,4,15,8,1,11,5,0,2,0,40,6,2,1,11,6,164,2,0,0,1228,15,0,2,1,17,4,3,130,0,0,383,2403
performance appraisal,2,0,154,0,0,3,0,0,0,0,0,1,0,148,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375,0,2,8,248,0,0,1,0,0,0,0,0,1445,0,0,0,2393
supermarkets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2366,0,1,0,0,0,0,0,0,0,0,0,0,2370
safety training,4,0,134,2,2,3,2,0,1,0,0,5,6,1957,1,0,11,0,0,0,3,0,0,0,1,1,0,0,0,9,0,2,139,10,0,0,0,0,30,0,2,0,3,0,12,0,1,0,0,0,4,0,0,14,0,2359
problem management,27,0,5,0,3,3,0,1,0,2,0,8,0,0,3,0,1,0,0,5,1,2,0,2,3,1,2,0,23,0,0,2,1,7,6,6,17,27,1,19,0,0,0,19,11,0,11,0,8,1,2,2087,0,0,36,2353
repression,81,1600,1,514,1,0,0,0,0,0,0,0,7,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
technical support,120,0,0,14,2,0,17,4,0,5,1,73,17,0,57,56,28,0,1,44,7,39,19,4,26,6,53,1,34,110,9,11,2,124,9,72,27,178,26,163,60,4,4,341,104,1,33,2,11,3,25,17,3,9,366,2342
s expression,77,1600,1,514,1,0,0,0,0,0,0,0,3,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339
mobile banking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,2326
test strategy,3,0,1,9,0,0,8,0,0,0,0,0,8,0,5,4,0,0,0,1,0,0,1,1,3,0,3,0,12,2,0,0,0,19,0,12,11,1,0,9,0,0,0,10,24,0,1,0,0,0,4,2134,0,0,31,2317
computer systems,12,1,16,18,2,58,3,0,0,20,0,5,6,133,10,8,0,0,14,65,164,0,125,10,0,21,0,268,150,22,1,1,3,18,370,19,9,0,20,4,46,43,136,6,61,1,227,3,1,1,7,3,89,62,38,2300
security software,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,2,0,20,5,0,0,5,10,0,3,0,0,0,1,0,0,0,2210,2290
mobile devices,21,0,11,0,2,0,48,0,0,1,0,0,0,0,5,1,8,0,0,20,1,1936,0,0,2,12,1,2,0,3,0,2,0,78,0,25,1,3,24,9,2,0,0,17,6,1,8,0,0,3,10,3,8,0,14,2288
bookkeeping,0,0,0,0,0,0,1,0,0,0,0,4,0,10,1,0,0,0,0,0,0,1,0,0,0,52,0,0,0,2,0,0,0,0,0,1,0,4,23,0,0,0,19,0,0,0,1,2157,1,0,0,0,0,0,4,2281
integration testing,16,0,0,4,0,0,4,0,0,1,0,1,4,0,4,10,18,0,0,8,1,9,0,1,1,1,5,0,5,1,1,0,1,9,2,10,10,1,3,32,7,1,0,8,7,0,7,1,1,1,4,2057,0,0,23,2280
dashboard,55,0,66,4,17,63,83,0,2,7,2,5,10,1,24,16,41,0,0,13,3,45,4,19,7,15,18,3,58,31,2,16,2,222,74,40,14,62,36,88,18,5,3,80,26,0,60,0,14,32,21,734,12,7,99,2279
data science,28,1,44,13,9,0,266,3,6,0,1,4,9,0,18,39,81,0,0,26,0,120,3,2,15,7,8,2,24,8,0,22,3,277,40,150,27,11,12,51,8,26,4,240,17,3,80,3,12,99,32,269,12,0,131,2266
immunization,0,0,0,0,0,248,0,0,0,0,0,0,0,0,9,0,0,0,0,0,35,0,0,0,0,23,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,150,0,0,0,69,1608,0,109,0,0,0,1,0,2259
reverse logistics,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,0,14,0,0,0,0,0,0,0,5,0,0,0,2206,0,0,0,0,1,0,4,2253
git,69,0,28,35,6,0,13,39,6,1,0,5,32,1,52,35,52,0,0,172,4,118,7,4,23,5,45,2,142,17,7,6,1,35,18,124,40,72,3,218,70,0,2,13,133,0,62,0,48,29,27,132,20,1,274,2248
real estate,9,0,6,0,10,0,11,7,0,1,1,0,1,4,1,0,11,0,0,1,2,0,1,6,0,17,0,4,210,3,0,2,2,65,0,8,91,39,1368,7,3,46,159,4,2,5,13,3,39,8,6,2,8,5,19,2210
cloud services,38,0,1,75,2,0,6,24,3,3,0,3,4,0,7,6,21,0,0,16,0,19,7,1,2,7,1,0,2,9,0,0,0,318,9,25,3,4,3,183,7,0,5,867,29,1,12,0,5,8,6,23,0,0,439,2204
data centers,17,0,5,315,1,0,234,9,1,1,0,2,11,0,5,7,53,0,0,11,0,3,0,0,0,0,4,0,54,2,0,1,0,412,0,44,15,14,46,367,8,20,0,155,23,1,15,0,0,2,10,1,0,0,331,2200
team management,0,0,0,0,0,0,17,361,4,14,0,35,0,304,0,1,0,79,0,9,13,102,4,8,0,14,3,21,22,35,0,68,37,63,21,19,5,28,79,37,9,72,33,25,22,10,43,3,2,108,17,318,0,53,80,2198
docker,59,0,4,35,14,0,6,3,3,2,0,12,31,0,52,49,117,0,0,120,4,61,5,7,14,4,35,0,37,4,4,4,0,9,6,117,11,72,6,373,58,0,3,37,85,0,79,0,0,44,48,68,37,0,458,2197
geography,16,0,3,1,1,0,4,4,0,0,0,0,0,0,16,3,3,0,0,1,6,4,1,0,1,9,162,1307,3,33,0,1,1,30,6,2,4,2,31,16,0,0,3,24,0,0,449,0,5,1,0,6,0,0,27,2186
quality improvement,228,1,0,2,3,1,5,1,0,6,0,25,8,4,8,0,7,0,0,0,11,4,1,3,1,0,0,1086,2,22,0,2,1,22,57,18,1,0,17,11,10,93,7,13,19,0,83,1,0,10,1,271,1,96,15,2178
unix,34,0,32,31,3,0,15,15,3,2,0,1,16,0,37,34,46,0,0,134,4,102,8,2,6,9,13,0,109,7,0,5,2,267,6,145,46,24,2,235,46,0,3,0,261,0,38,1,5,24,36,100,1,0,266,2176
procurement,201,1,4,12,0,0,38,3,2,7,0,114,3,8,28,80,16,0,0,100,17,10,24,19,17,27,29,4,10,63,0,67,2,192,0,52,4,23,258,39,159,7,52,46,189,2,26,7,2,9,25,5,6,10,147,2166
account management,110,2,11,3,3,1,34,0,2,7,0,3,4,16,24,296,18,0,5,40,3,52,16,18,0,0,11,5,12,45,0,25,4,321,206,44,6,58,209,66,20,1,1,67,62,0,93,4,6,10,26,98,0,1,96,2165
