Skills,Apple,AmeriSourceBergen,Berkshire Hathaway,AT&T,McKesson,Exxon Mobil,General Motors,UnitedHealth Group,Walgreens,Verizon,Amazon,Walmart,CVS Health,Total
organizational charts,0,0,0,0,0,0,1,0,0,0,1,0,0,2
product testing,0,0,0,0,0,0,1,0,0,0,1,0,0,2
relational database management systems,0,0,0,1,0,0,1,0,0,0,0,0,0,2
single page application,0,0,0,0,0,0,1,0,0,0,1,0,0,2
sqoop,0,0,0,0,0,0,1,0,0,0,1,0,0,2
statistical process controls,0,0,0,0,0,0,1,0,0,0,1,0,0,2
system lifecycle,0,0,0,0,0,0,1,0,0,0,1,0,0,2
technical services,0,0,0,0,0,0,1,0,0,0,1,0,0,2
testability,0,0,0,0,0,0,1,0,0,0,1,0,0,2
web tools,0,0,0,0,0,0,1,0,0,0,1,0,0,2
websphere 7,0,0,0,0,0,0,1,0,0,1,0,0,0,2
websphere 8,0,0,0,0,0,0,1,0,0,1,0,0,0,2
user information,0,0,1,0,0,0,0,0,0,0,1,0,0,2
dataservice,0,0,1,0,0,0,0,0,0,0,1,0,0,2
low latency,0,0,0,1,0,0,0,0,0,0,1,0,0,2
production code,0,0,0,1,0,0,0,0,0,0,1,0,0,2
uptime,0,0,0,1,0,0,0,0,0,0,1,0,0,2
application environments,0,0,0,1,0,0,0,0,0,0,1,0,0,2
ado.net,0,0,0,1,0,0,0,1,0,0,0,0,0,2
asp.net,0,0,0,1,0,0,0,1,0,0,0,0,0,2
data wrangling,0,0,0,1,0,0,0,0,0,0,1,0,0,2
connected devices,0,0,0,1,0,0,0,0,0,0,1,0,0,2
lifelong learning,0,0,0,0,0,0,0,0,0,1,1,0,0,2
strategic management,0,0,0,0,0,0,0,0,0,1,1,0,0,2
account development,0,0,0,0,0,0,0,0,0,1,0,0,1,2
revenue growth,0,0,0,0,0,0,0,0,0,0,1,0,1,2
deductive reasoning,0,0,0,0,0,0,0,0,0,0,1,0,1,2
life support,0,0,0,0,0,0,0,0,0,0,1,1,0,2
hygiene,0,0,0,0,0,0,0,0,0,0,0,1,1,2
user flows,0,1,0,0,1,0,0,0,0,0,0,0,0,2
network communications,0,1,0,0,1,0,0,0,0,0,0,0,0,2
human resource planning,0,1,0,0,1,0,0,0,0,0,0,0,0,2
resource allocation,0,1,0,0,1,0,0,0,0,0,0,0,0,2
life sciences,0,1,0,0,1,0,0,0,0,0,0,0,0,2
generally accepted accounting principles,0,1,0,0,1,0,0,0,0,0,0,0,0,2
french language,0,1,0,0,0,1,0,0,0,0,0,0,0,2
certified scrum master,0,1,0,0,0,1,0,0,0,0,0,0,0,2
implement projects,0,1,0,0,0,1,0,0,0,0,0,0,0,2
market data,0,1,0,0,0,1,0,0,0,0,0,0,0,2
market analysis,0,1,0,0,0,1,0,0,0,0,0,0,0,2
modelling skills,0,1,0,0,0,1,0,0,0,0,0,0,0,2
telephony,0,1,0,0,0,1,0,0,0,0,0,0,0,2
data transformation,0,1,0,0,0,0,0,1,0,0,0,0,0,2
cloud hosting,0,1,0,0,0,0,0,1,0,0,0,0,0,2
nursing practices,0,1,0,0,0,0,0,1,0,0,0,0,0,2
patient monitoring,0,1,0,0,0,0,0,1,0,0,0,0,0,2
computer programming,0,1,0,0,0,0,1,0,0,0,0,0,0,2
data domain,0,1,0,0,0,0,1,0,0,0,0,0,0,2
data profiling,0,1,0,0,0,0,1,0,0,0,0,0,0,2
profiling,0,1,0,0,0,0,1,0,0,0,0,0,0,2
project resources,0,1,0,0,0,0,1,0,0,0,0,0,0,2
resource utilization,0,1,0,0,0,0,1,0,0,0,0,0,0,2
servant leadership,0,1,0,0,0,0,1,0,0,0,0,0,0,2
sketching,0,1,0,0,0,0,1,0,0,0,0,0,0,2
technical training,0,1,0,0,0,0,1,0,0,0,0,0,0,2
quality policy,0,1,1,0,0,0,0,0,0,0,0,0,0,2
content development,0,1,0,0,0,0,0,0,0,0,1,0,0,2
medical devices,0,1,0,0,0,0,0,0,0,0,1,0,0,2
literacy,0,1,0,0,0,0,0,0,0,1,0,0,0,2
vendor contracts,0,1,0,0,0,0,0,0,0,0,1,0,0,2
ad serving,0,1,0,1,0,0,0,0,0,0,0,0,0,2
partner development,0,1,0,0,0,0,0,0,0,0,1,0,0,2
system testing,0,1,0,0,0,0,0,0,0,1,0,0,0,2
database administration,0,1,0,1,0,0,0,0,0,0,0,0,0,2
training and development,0,1,0,0,0,0,0,0,0,0,0,0,1,2
design management,0,1,0,0,0,0,0,0,0,0,1,0,0,2
econometrics,0,1,0,0,0,0,0,0,0,0,1,0,0,2
minitab,0,1,0,0,0,0,0,0,0,0,1,0,0,2
research experiences,0,1,0,0,0,0,0,0,0,0,1,0,0,2
registered practical nurse,0,2,0,0,0,0,0,0,0,0,0,0,0,2
transportation management systems,0,2,0,0,0,0,0,0,0,0,0,0,0,2
transportation systems management,0,2,0,0,0,0,0,0,0,0,0,0,0,2
biostatistics,0,2,0,0,0,0,0,0,0,0,0,0,0,2
epidemiology,0,2,0,0,0,0,0,0,0,0,0,0,0,2
health services research,0,2,0,0,0,0,0,0,0,0,0,0,0,2
managed markets,0,2,0,0,0,0,0,0,0,0,0,0,0,2
proposal writing,0,2,0,0,0,0,0,0,0,0,0,0,0,2
physical inventory,0,2,0,0,0,0,0,0,0,0,0,0,0,2
payer marketing,0,2,0,0,0,0,0,0,0,0,0,0,0,2
crystal reports,0,2,0,0,0,0,0,0,0,0,0,0,0,2
system call,0,2,0,0,0,0,0,0,0,0,0,0,0,2
microsoft project,0,2,0,0,0,0,0,0,0,0,0,0,0,2
program database,0,2,0,0,0,0,0,0,0,0,0,0,0,2
project communications,0,2,0,0,0,0,0,0,0,0,0,0,0,2
refresher training,0,2,0,0,0,0,0,0,0,0,0,0,0,2
brainstorming,0,2,0,0,0,0,0,0,0,0,0,0,0,2
freight forwarding,0,2,0,0,0,0,0,0,0,0,0,0,0,2
adverse event monitoring,0,2,0,0,0,0,0,0,0,0,0,0,0,2
soft power,0,2,0,0,0,0,0,0,0,0,0,0,0,2
office app,0,2,0,0,0,0,0,0,0,0,0,0,0,2
secondary education,0,2,0,0,0,0,0,0,0,0,0,0,0,2
corporate services,1,0,0,0,0,0,0,0,0,0,0,0,0,1
telephone skills,1,0,0,0,0,0,0,0,0,0,0,0,0,1
appleshare,1,0,0,0,0,0,0,0,0,0,0,0,0,1
knowledgeman,1,0,0,0,0,0,0,0,0,0,0,0,0,1
stored functions,1,0,0,0,0,0,0,0,0,0,0,0,0,1
realsense,1,0,0,0,0,0,0,0,0,0,0,0,0,1
dog training,1,0,0,0,0,0,0,0,0,0,0,0,0,1
continuing medical education,0,0,0,0,1,0,0,0,0,0,0,0,0,1
health sciences,0,0,0,0,1,0,0,0,0,0,0,0,0,1
boosting,0,0,0,0,1,0,0,0,0,0,0,0,0,1
network booting,0,0,0,0,1,0,0,0,0,0,0,0,0,1
divestitures,0,0,0,0,1,0,0,0,0,0,0,0,0,1
big ip,0,0,0,0,1,0,0,0,0,0,0,0,0,1
nginx,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cognitive science,0,0,0,0,1,0,0,0,0,0,0,0,0,1
computer design,0,0,0,0,1,0,0,0,0,0,0,0,0,1
digital integration,0,0,0,0,1,0,0,0,0,0,0,0,0,1
figma,0,0,0,0,1,0,0,0,0,0,0,0,0,1
user interface specification,0,0,0,0,1,0,0,0,0,0,0,0,0,1
health products,0,0,0,0,1,0,0,0,0,0,0,0,0,1
trend analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1
diversity programs,0,0,0,0,1,0,0,0,0,0,0,0,0,1
public relations,0,0,0,0,1,0,0,0,0,0,0,0,0,1
supplier diversity,0,0,0,0,1,0,0,0,0,0,0,0,0,1
market development,0,0,0,0,1,0,0,0,0,0,0,0,0,1
profitability analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1
revenue cycle management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
marketing operations,0,0,0,0,1,0,0,0,0,0,0,0,0,1
telemedicine,0,0,0,0,1,0,0,0,0,0,0,0,0,1
contact centre,0,0,0,0,1,0,0,0,0,0,0,0,0,1
inquiry,0,0,0,0,1,0,0,0,0,0,0,0,0,1
reportlab,0,0,0,0,1,0,0,0,0,0,0,0,0,1
budget process,0,0,0,0,1,0,0,0,0,0,0,0,0,1
r commander,0,0,0,0,1,0,0,0,0,0,0,0,0,1
working capital,0,0,0,0,1,0,0,0,0,0,0,0,0,1
grammar,0,0,0,0,1,0,0,0,0,0,0,0,0,1
flow control,0,0,0,0,1,0,0,0,0,0,0,0,0,1
capital assets,0,0,0,0,1,0,0,0,0,0,0,0,0,1
structured finance,0,0,0,0,1,0,0,0,0,0,0,0,0,1
building management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
property insurance,0,0,0,0,1,0,0,0,0,0,0,0,0,1
property management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
comit,0,0,0,0,1,0,0,0,0,0,0,0,0,1
general practitioner,0,0,0,0,1,0,0,0,0,0,0,0,0,1
public affairs,0,0,0,0,1,0,0,0,0,0,0,0,0,1
retail design,0,0,0,0,1,0,0,0,0,0,0,0,0,1
traceability,0,0,0,0,1,0,0,0,0,0,0,0,0,1
regulatory developments,0,0,0,0,1,0,0,0,0,0,0,0,0,1
drug development,0,0,0,0,1,0,0,0,0,0,0,0,0,1
dynamic data,0,0,0,0,1,0,0,0,0,0,0,0,0,1
enterprise security,0,0,0,0,1,0,0,0,0,0,0,0,0,1
operations architecture,0,0,0,0,1,0,0,0,0,0,0,0,0,1
risk analytics,0,0,0,0,1,0,0,0,0,0,0,0,0,1
category growth,0,0,0,0,1,0,0,0,0,0,0,0,0,1
artwork,0,0,0,0,1,0,0,0,0,0,0,0,0,1
brand management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
financial analytics,0,0,0,0,1,0,0,0,0,0,0,0,0,1
netsuite,0,0,0,0,1,0,0,0,0,0,0,0,0,1
outliers,0,0,0,0,1,0,0,0,0,0,0,0,0,1
product innovation,0,0,0,0,1,0,0,0,0,0,0,0,0,1
risk control,0,0,0,0,1,0,0,0,0,0,0,0,0,1
category development,0,0,0,0,1,0,0,0,0,0,0,0,0,1
comparative analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1
industry analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1
new product development,0,0,0,0,1,0,0,0,0,0,0,0,0,1
semen analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,1
supplier relationship management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
certified ethical hacker,0,0,0,0,1,0,0,0,0,0,0,0,0,1
giac certified incident handler,0,0,0,0,1,0,0,0,0,0,0,0,0,1
giac information security professional,0,0,0,0,1,0,0,0,0,0,0,0,0,1
giac penetration tester,0,0,0,0,1,0,0,0,0,0,0,0,0,1
security testing,0,0,0,0,1,0,0,0,0,0,0,0,0,1
engagement skills,0,0,0,0,1,0,0,0,0,0,0,0,0,1
floor management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
integrated delivery systems,0,0,0,0,1,0,0,0,0,0,0,0,0,1
plasma,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ethics and compliance,0,0,0,0,1,0,0,0,0,0,0,0,0,1
internal investigations,0,0,0,0,1,0,0,0,0,0,0,0,0,1
barcodes,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tunnels,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ladder logic,0,0,0,0,1,0,0,0,0,0,0,0,0,1
architectural development,0,0,0,0,1,0,0,0,0,0,0,0,0,1
architectural engineering,0,0,0,0,1,0,0,0,0,0,0,0,0,1
customer analytics,0,0,0,0,1,0,0,0,0,0,0,0,0,1
warehouse inventory management,0,0,0,0,1,0,0,0,0,0,0,0,0,1
project coordination,0,0,0,0,1,0,0,0,0,0,0,0,0,1
pricing systems,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sql server reporting services,0,0,0,0,1,0,0,0,0,0,0,0,0,1
service accounts,0,0,0,0,1,0,0,0,0,0,0,0,0,1
oncology nursing,0,0,0,0,1,0,0,0,0,0,0,0,0,1
patient assessment,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sales promotion,0,0,0,0,1,0,0,0,0,0,0,0,0,1
spanish language,0,0,0,0,0,1,0,0,0,0,0,0,0,1
criminal justice,0,0,0,0,0,1,0,0,0,0,0,0,0,1
executive protection,0,0,0,0,0,1,0,0,0,0,0,0,0,1
justice,0,0,0,0,0,1,0,0,0,0,0,0,0,1
military security,0,0,0,0,0,1,0,0,0,0,0,0,0,1
site security,0,0,0,0,0,1,0,0,0,0,0,0,0,1
threat assessment,0,0,0,0,0,1,0,0,0,0,0,0,0,1
field testing,0,0,0,0,0,1,0,0,0,0,0,0,0,1
demandware,0,0,0,0,0,1,0,0,0,0,0,0,0,1
metadata standards,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental laws,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental protection,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental science,0,0,0,0,0,1,0,0,0,0,0,0,0,1
groundwater,0,0,0,0,0,1,0,0,0,0,0,0,0,1
applied mechanics,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mathematical modeling,0,0,0,0,0,1,0,0,0,0,0,0,0,1
petroleum engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,1
qt,0,0,0,0,0,1,0,0,0,0,0,0,0,1
reservoir engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ui patterns,0,0,0,0,0,1,0,0,0,0,0,0,0,1
pattern recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,1
situation analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1
taxact,0,0,0,0,0,1,0,0,0,0,0,0,0,1
direct tax,0,0,0,0,0,1,0,0,0,0,0,0,0,1
higher education,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tax return,0,0,0,0,0,1,0,0,0,0,0,0,0,1
firefighting,0,0,0,0,0,1,0,0,0,0,0,0,0,1
safety science,0,0,0,0,0,1,0,0,0,0,0,0,0,1
winshuttle,0,0,0,0,0,1,0,0,0,0,0,0,0,1
microsoft sql servers,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ipconfig,0,0,0,0,0,1,0,0,0,0,0,0,0,1
perfmon,0,0,0,0,0,1,0,0,0,0,0,0,0,1
traceroute,0,0,0,0,0,1,0,0,0,0,0,0,0,1
enterprise resource planning,0,0,0,0,0,1,0,0,0,0,0,0,0,1
software suite,0,0,0,0,0,1,0,0,0,0,0,0,0,1
stage management,0,0,0,0,0,1,0,0,0,0,0,0,0,1
business english,0,0,0,0,0,1,0,0,0,0,0,0,0,1
vim,0,0,0,0,0,1,0,0,0,0,0,0,0,1
occupational injuries,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sap abap,0,0,0,0,0,1,0,0,0,0,0,0,0,1
online assessments,0,0,0,0,0,1,0,0,0,0,0,0,0,1
turbines,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data maintenance,0,0,0,0,0,1,0,0,0,0,0,0,0,1
application client,0,0,0,0,0,1,0,0,0,0,0,0,0,1
job rotation,0,0,0,0,0,1,0,0,0,0,0,0,0,1
emergency medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,1
emergency support,0,0,0,0,0,1,0,0,0,0,0,0,0,1
medical emergency,0,0,0,0,0,1,0,0,0,0,0,0,0,1
commodity trading,0,0,0,0,0,1,0,0,0,0,0,0,0,1
interface technologies,0,0,0,0,0,1,0,0,0,0,0,0,0,1
regression testing,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data migration,0,0,0,0,0,1,0,0,0,0,0,0,0,1
vue.js,0,0,0,0,0,1,0,0,0,0,0,0,0,1
academic achievement,0,0,0,0,0,1,0,0,0,0,0,0,0,1
payroll tax,0,0,0,0,0,1,0,0,0,0,0,0,0,1
social security,0,0,0,0,0,1,0,0,0,0,0,0,0,1
e-business,0,0,0,0,0,1,0,0,0,0,0,0,0,1
advisories,0,0,0,0,0,1,0,0,0,0,0,0,0,1
cisco firepower,0,0,0,0,0,1,0,0,0,0,0,0,0,1
junos,0,0,0,0,0,1,0,0,0,0,0,0,0,1
capacity utilization,0,0,0,0,0,1,0,0,0,0,0,0,0,1
disaster response,0,0,0,0,0,1,0,0,0,0,0,0,0,1
salt stack,0,0,0,0,0,1,0,0,0,0,0,0,0,1
system center configuration manager,0,0,0,0,0,1,0,0,0,0,0,0,0,1
vmware virtualization,0,0,0,0,0,1,0,0,0,0,0,0,0,1
visual basic .net,0,0,0,0,0,1,0,0,0,0,0,0,0,1
apache tomcat,0,0,0,0,0,1,0,0,0,0,0,0,0,1
disaster recovery solution,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sap solution manager,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental issue,0,0,0,0,0,1,0,0,0,0,0,0,0,1
business objects processing framework,0,0,0,0,0,1,0,0,0,0,0,0,0,1
customer development,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data interfaces,0,0,0,0,0,1,0,0,0,0,0,0,0,1
web dynpro,0,0,0,0,0,1,0,0,0,0,0,0,0,1
data preprocessing,0,0,0,0,0,1,0,0,0,0,0,0,0,1
on prem,0,0,0,0,0,1,0,0,0,0,0,0,0,1
real time data,0,0,0,0,0,1,0,0,0,0,0,0,0,1
spark streaming,0,0,0,0,0,1,0,0,0,0,0,0,0,1
catalogues,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sales order,0,0,0,0,0,1,0,0,0,0,0,0,0,1
damping,0,0,0,0,0,1,0,0,0,0,0,0,0,1
drilling,0,0,0,0,0,1,0,0,0,0,0,0,0,1
dynamic positioning,0,0,0,0,0,1,0,0,0,0,0,0,0,1
failure causes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
marine engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,1
modal analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1
motion analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1
naval architecture,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sesam,0,0,0,0,0,1,0,0,0,0,0,0,0,1
winches,0,0,0,0,0,1,0,0,0,0,0,0,0,1
testlink,0,0,0,0,0,1,0,0,0,0,0,0,0,1
waste minimization,0,0,0,0,0,1,0,0,0,0,0,0,0,1
fundamental analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1
remuneration,0,0,0,0,0,1,0,0,0,0,0,0,0,1
scheme,0,0,0,0,0,1,0,0,0,0,0,0,0,1
baton,0,0,0,0,0,1,0,0,0,0,0,0,0,1
electrical codes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
electrical equipment,0,0,0,0,0,1,0,0,0,0,0,0,0,1
enclosure,0,0,0,0,0,1,0,0,0,0,0,0,0,1
national electrical codes,0,0,0,0,0,1,0,0,0,0,0,0,0,1
property maintenance,0,0,0,0,0,1,0,0,0,0,0,0,0,1
wiring diagram,0,0,0,0,0,1,0,0,0,0,0,0,0,1
document process automation,0,0,0,0,0,1,0,0,0,0,0,0,0,1
mulesoft,0,0,0,0,0,1,0,0,0,0,0,0,0,1
networking basics,0,0,0,0,0,1,0,0,0,0,0,0,0,1
google cloud,0,0,0,0,0,1,0,0,0,0,0,0,0,1
google cloud platform,0,0,0,0,0,1,0,0,0,0,0,0,0,1
production process,0,0,0,0,0,1,0,0,0,0,0,0,0,1
appdynamics,0,0,0,0,0,1,0,0,0,0,0,0,0,1
amazon connect,0,0,0,0,0,1,0,0,0,0,0,0,0,1
humility,0,0,0,0,0,1,0,0,0,0,0,0,0,1
desire2learn,0,0,0,0,0,1,0,0,0,0,0,0,0,1
environmental technology,0,0,0,0,0,1,0,0,0,0,0,0,0,1
technology research,0,0,0,0,0,1,0,0,0,0,0,0,0,1
oil platforms,0,0,0,0,0,1,0,0,0,0,0,0,0,1
agile product management,0,0,0,0,0,1,0,0,0,0,0,0,0,1
digital security,0,0,0,0,0,1,0,0,0,0,0,0,0,1
loyalty marketing,0,0,0,0,0,1,0,0,0,0,0,0,0,1
construction engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,1
msc software,0,0,0,0,0,1,0,0,0,0,0,0,0,1
quality auditing,0,0,0,0,0,1,0,0,0,0,0,0,0,1
quality management,0,0,0,0,0,1,0,0,0,0,0,0,0,1
quality management system auditor,0,0,0,0,0,1,0,0,0,0,0,0,0,1
quality management systems,0,0,0,0,0,1,0,0,0,0,0,0,0,1
supplier evaluation,0,0,0,0,0,1,0,0,0,0,0,0,0,1
pair programming,0,0,0,0,0,1,0,0,0,0,0,0,0,1
java architectures,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sonar,0,0,0,0,0,0,0,1,0,0,0,0,0,1
transformation rules,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cash management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
business writing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
decision support systems,0,0,0,0,0,0,0,1,0,0,0,0,0,1
healing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
microsoft certified solution developer,0,0,0,0,0,0,0,1,0,0,0,0,0,1
platformic,0,0,0,0,0,0,0,1,0,0,0,0,0,1
practiceworks,0,0,0,0,0,0,0,1,0,0,0,0,0,1
web frameworks,0,0,0,0,0,0,0,1,0,0,0,0,0,1
diversity marketing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
employer branding,0,0,0,0,0,0,0,1,0,0,0,0,0,1
geography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
human capital,0,0,0,0,0,0,0,1,0,0,0,0,0,1
stakeholder engagement,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cron,0,0,0,0,0,0,0,1,0,0,0,0,0,1
deployment project,0,0,0,0,0,0,0,1,0,0,0,0,0,1
clinical social work,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adolescent medicine,0,0,0,0,0,0,0,1,0,0,0,0,0,1
clinical practices,0,0,0,0,0,0,0,1,0,0,0,0,0,1
design consideration,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sql server integration services,0,0,0,0,0,0,0,1,0,0,0,0,0,1
aws certified solutions architect,0,0,0,0,0,0,0,1,0,0,0,0,0,1
application streaming,0,0,0,0,0,0,0,1,0,0,0,0,0,1
azure kubernetes service,0,0,0,0,0,0,0,1,0,0,0,0,0,1
stream processing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
remittance,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sales tax,0,0,0,0,0,0,0,1,0,0,0,0,0,1
gemba,0,0,0,0,0,0,0,1,0,0,0,0,0,1
informetica,0,0,0,0,0,0,0,1,0,0,0,0,0,1
demand generation,0,0,0,0,0,0,0,1,0,0,0,0,0,1
diversification,0,0,0,0,0,0,0,1,0,0,0,0,0,1
health marketing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ionizing radiation,0,0,0,0,0,0,0,1,0,0,0,0,0,1
mammography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pathology,0,0,0,0,0,0,0,1,0,0,0,0,0,1
relays,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rmiregistry,0,0,0,0,0,0,0,1,0,0,0,0,0,1
information model,0,0,0,0,0,0,0,1,0,0,0,0,0,1
process analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
chronic care,0,0,0,0,0,0,0,1,0,0,0,0,0,1
durable medical equipment,0,0,0,0,0,0,0,1,0,0,0,0,0,1
medication reconciliation,0,0,0,0,0,0,0,1,0,0,0,0,0,1
motivational interviewing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
primary nursing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
simulation software,0,0,0,0,0,0,0,1,0,0,0,0,0,1
cost structures,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hot spots,0,0,0,0,0,0,0,1,0,0,0,0,0,1
requirement prioritization,0,0,0,0,0,0,0,1,0,0,0,0,0,1
edos,0,0,0,0,0,0,0,1,0,0,0,0,0,1
conceptual design,0,0,0,0,0,0,0,1,0,0,0,0,0,1
conceptual framework,0,0,0,0,0,0,0,1,0,0,0,0,0,1
copywriting,0,0,0,0,0,0,0,1,0,0,0,0,0,1
iconography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
information design,0,0,0,0,0,0,0,1,0,0,0,0,0,1
typography,0,0,0,0,0,0,0,1,0,0,0,0,0,1
audit risk,0,0,0,0,0,0,0,1,0,0,0,0,0,1
data privacy laws,0,0,0,0,0,0,0,1,0,0,0,0,0,1
privacy law,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified professional coder,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified risk adjustment coder,0,0,0,0,0,0,0,1,0,0,0,0,0,1
drools,0,0,0,0,0,0,0,1,0,0,0,0,0,1
logstash,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oracle cloud,0,0,0,0,0,0,0,1,0,0,0,0,0,1
basic first aid,0,0,0,0,0,0,0,1,0,0,0,0,0,1
health facility,0,0,0,0,0,0,0,1,0,0,0,0,0,1
patent applications,0,0,0,0,0,0,0,1,0,0,0,0,0,1
phlebotomy,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pivot point,0,0,0,0,0,0,0,1,0,0,0,0,0,1
revenue management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
supportworks,0,0,0,0,0,0,0,1,0,0,0,0,0,1
clinical consulting,0,0,0,0,0,0,0,1,0,0,0,0,0,1
microsoft office specialist,0,0,0,0,0,0,0,1,0,0,0,0,0,1
clinical pharmacy,0,0,0,0,0,0,0,1,0,0,0,0,0,1
community marketing,0,0,0,0,0,0,0,1,0,0,0,0,0,1
competitive analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
market share,0,0,0,0,0,0,0,1,0,0,0,0,0,1
prewriting,0,0,0,0,0,0,0,1,0,0,0,0,0,1
telepsychiatry,0,0,0,0,0,0,0,1,0,0,0,0,0,1
emergency preparedness,0,0,0,0,0,0,0,1,0,0,0,0,0,1
adjudication process,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified coding specialist,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified documentation improvement practitioner,0,0,0,0,0,0,0,1,0,0,0,0,0,1
certified inpatient coder,0,0,0,0,0,0,0,1,0,0,0,0,0,1
medical necessity,0,0,0,0,0,0,0,1,0,0,0,0,0,1
registered health information administrator,0,0,0,0,0,0,0,1,0,0,0,0,0,1
registered health information technician,0,0,0,0,0,0,0,1,0,0,0,0,0,1
surgical procedures,0,0,0,0,0,0,0,1,0,0,0,0,0,1
windows user,0,0,0,0,0,0,0,1,0,0,0,0,0,1
land registration,0,0,0,0,0,0,0,1,0,0,0,0,0,1
anaplan,0,0,0,0,0,0,0,1,0,0,0,0,0,1
differentiated services,0,0,0,0,0,0,0,1,0,0,0,0,0,1
environmental consulting,0,0,0,0,0,0,0,1,0,0,0,0,0,1
needs analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
operating expense,0,0,0,0,0,0,0,1,0,0,0,0,0,1
revenue enhancement,0,0,0,0,0,0,0,1,0,0,0,0,0,1
livechat,0,0,0,0,0,0,0,1,0,0,0,0,0,1
state income tax,0,0,0,0,0,0,0,1,0,0,0,0,0,1
urology,0,0,0,0,0,0,0,1,0,0,0,0,0,1
good driving record,0,0,0,0,0,0,0,1,0,0,0,0,0,1
vehicle maintenance,0,0,0,0,0,0,0,1,0,0,0,0,0,1
care planning,0,0,0,0,0,0,0,1,0,0,0,0,0,1
health technology,0,0,0,0,0,0,0,1,0,0,0,0,0,1
splinting,0,0,0,0,0,0,0,1,0,0,0,0,0,1
lean project management,0,0,0,0,0,0,0,1,0,0,0,0,0,1
